,sample,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,temperature,residence_time,pressure,heat_rate,fuel_type,fuel_category,devol_yield
65,brown_coal_77,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,Coal,7.591240876
1816,_bks_15,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,Coal,8.4
18,brown_coal_20,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,12.51504212
142,brown_coal_162,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,21.22328666
143,brown_coal_163,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,17.219836
145,brown_coal_165,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,15.46890106
1817,_bks_16,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,Coal,18.84903983
1428,bcoal_22,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,46.56997256
1429,bcoal_23,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,44.00852878
1430,bcoal_24,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,41.19507909
1802,bks_73,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,50.21097046
1803,bks_75,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,45.99351552
1804,bks_76,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,Coal,54.28999625
1926,_ebs1_3,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,10.0,1000,RDF1,Plastic,86.31954659
1937,_ebs1_18,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,2.0,1000,RDF1,Plastic,69.39910305
1938,_ebs1_19,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,5.0,1000,RDF1,Plastic,76.50952975
1939,_ebs1_20,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,10.0,1000,RDF1,Plastic,86.31954659
1755,ebs1_42,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,10.0,1.0,1000,RDF1,Plastic,72.65983751
1756,ebs1_43,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,10.0,1.0,1000,RDF1,Plastic,71.49794546
294,refuse_derived_17,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,0.5,1.0,1000,RDF2,Mix,16.57773035
296,refuse_derived_19,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,0.5,1.0,1000,RDF2,Mix,7.727593507
368,refuse_derived_135,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,0.5,1.0,1000,RDF2,Mix,21.55756208
284,refuse_derived_1,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,1.0,1000,RDF2,Mix,33.33333333
356,refuse_derived_117,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,1.0,1000,RDF2,Mix,25.63249001
378,refuse_derived_148,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,1.0,1000,RDF2,Mix,37.5712848
385,refuse_derived_173,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.0,1.0,1000,RDF2,Mix,34.17762103
303,refuse_derived_28,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,Mix,23.00653595
305,refuse_derived_31,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,Mix,28.88811915
384,refuse_derived_172,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,Mix,39.6411093
387,refuse_derived_176,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,1.5,1.0,1000,RDF2,Mix,40.66342579
314,refuse_derived_42,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,Mix,57.52212389
366,refuse_derived_133,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,Mix,58.50550964
370,refuse_derived_138,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,Mix,63.2405892
388,refuse_derived_178,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,2.0,1.0,1000,RDF2,Mix,63.00138313
323,refuse_derived_53,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,5.0,1.0,1000,RDF2,Mix,64.49250087
363,refuse_derived_129,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,5.0,1.0,1000,RDF2,Mix,73.30663997
371,refuse_derived_139,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,5.0,1.0,1000,RDF2,Mix,60.14271152
326,refuse_derived_62,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,10.0,1.0,1000,RDF2,Mix,70.19472362
328,refuse_derived_64,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,10.0,1.0,1000,RDF2,Mix,76.25294316
376,refuse_derived_146,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,15.0,1.0,1000,RDF2,Mix,75.59912854
377,refuse_derived_147,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,600,15.0,1.0,1000,RDF2,Mix,73.78826531
1968,gm_16,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,1.0,1000,Rubber,Plastic,41.73200024
1969,gm_17,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,1.5,1000,Rubber,Plastic,42.34754723
1970,gm_18,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,2.0,1000,Rubber,Plastic,51.51979271
1971,gm_19,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,1.0,5.0,1000,Rubber,Plastic,60.63222451
1775,gumm_85,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,600,10.0,1.0,1000,Rubber,Plastic,58.24974057
69,sewage_82,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,9.63070239
71,sewage_84,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,7.439286812
119,sewage_137,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,8.79088785
120,sewage_138,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,11.96046129
217,sewage_251,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,10.62271062
273,sewage_321,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,0.5,1.0,1000,Sewage,Biomass,11.6272752
73,sewage_86,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,17.04436642
74,sewage_87,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,15.34130894
121,sewage_139,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,15.45375471
123,sewage_141,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,19.7689769
220,sewage_254,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,21.47398844
222,sewage_256,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,25.77077748
267,sewage_309,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,26.45682688
268,sewage_313,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,1.0,1000,Sewage,Biomass,26.49507949
1872,swage_14,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,1.0,0.5,1000,Sewage,Biomass,15.22598162
125,sewage_143,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,34.55532926
127,sewage_146,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,29.85172982
155,sewage_177,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,29.85924933
199,sewage_230,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,29.45736434
223,sewage_257,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,38.08174828
224,sewage_258,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,35.97091531
225,sewage_259,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,21.2295082
270,sewage_315,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,21.9116321
275,sewage_323,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,25.16129032
276,sewage_325,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,2.0,1.0,1000,Sewage,Biomass,28.51128971
79,sewage_93,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,Biomass,32.87388008
80,sewage_94,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,Biomass,34.4422043
128,sewage_147,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,Biomass,37.57025508
226,sewage_260,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,5.0,1.0,1000,Sewage,Biomass,39.11796343
83,sewage_98,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,45.22686025
84,sewage_99,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,38.49794888
229,sewage_265,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,49.37432964
230,sewage_266,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,43.18671178
231,sewage_267,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,47.47715534
1400,swg_28,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,600,10.0,1.0,1000,Sewage,Biomass,46.88156973
2077,TC_124,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,0.5,1.0,1000,Torr-Coal,Coal,15.86727989
2078,TC_125,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,0.5,1.0,1000,Torr-Coal,Coal,15.31393568
2079,TC_126,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,0.5,1.0,1000,Torr-Coal,Coal,18.7366167
1996,TC_9,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,Coal,24.87526728
1997,TC_11,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,Coal,19.80469942
2080,TC_127,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,Coal,21.81635389
2081,TC_128,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,1.0,1.0,1000,Torr-Coal,Coal,23.75960867
2083,TC_131,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,Coal,27.22204001
2084,TC_132,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,Coal,26.77810554
2090,TC_138,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,2.0,1.0,1000,Torr-Coal,Coal,28.83161512
2085,TC_133,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,5.0,1.0,1000,Torr-Coal,Coal,35.25337222
2094,TC_142,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,5.0,1.0,1000,Torr-Coal,Coal,35.08517579
2005,TC_24,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,10.0,1.0,1000,Torr-Coal,Coal,38.43626807
2053,TC_91,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,10.0,1.0,1000,Torr-Coal,Coal,38.88684114
2093,TC_141,5.6,46.19,44.5,3.76,68.67,4.17,15.4,2.21,0.15,0.0,0.7,0.2,26.326859,600,10.0,1.0,1000,Torr-Coal,Coal,36.34531407
2199,TW_257,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,38.95495495
2201,TW_259,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,32.35605793
2213,TW_271,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,28.15566836
2216,TW_274,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,27.74546699
2226,TW_284,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,0.5,1.0,1000,Torr-Wood,Biomass,40.50676848
2198,TW_256,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,Biomass,31.3464991
2212,TW_270,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,Biomass,26.40310625
2222,TW_280,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,Biomass,37.03703704
2224,TW_282,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,1.0,1.0,1000,Torr-Wood,Biomass,32.89641944
2193,TW_250,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,Biomass,49.59266802
2208,TW_266,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,Biomass,48.68421053
2210,TW_268,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,Biomass,50.54443274
2217,TW_275,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,2.0,1.0,1000,Torr-Wood,Biomass,51.00584036
2187,TW_243,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,67.71171171
2189,TW_245,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,68.13112538
2192,TW_248,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,69.16951081
2206,TW_264,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,65.74659129
2207,TW_265,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,5.0,1.0,1000,Torr-Wood,Biomass,66.77094195
2123,TW_173,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,10.0,1.0,1000,Torr-Wood,Biomass,66.42233857
2124,TW_174,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,10.0,1.0,1000,Torr-Wood,Biomass,67.61238025
2135,TW_188,4.72,68.66,24.29,7.06,58.16,4.91,27.9,0.32,0.18,1.5,1.0,0.4,19.0,600,10.0,1.0,1000,Torr-Wood,Biomass,67.1454219
1222,wood_44,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,Biomass,54.65425532
1223,wood_45,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,Biomass,33.67501898
1226,wood_103,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,0.5,1.0,1000,Wood,Biomass,44.04201376
1227,wood_5,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,40.82256968
1229,wood_21,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,46.23928911
1230,wood_61,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,36.77498972
1231,wood_62,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,49.7212932
1234,wood_111,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,31.15696888
1901,wod_14,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,0.5,1000,Wood,Biomass,34.61610957
1902,wod_15,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.0,1000,Wood,Biomass,38.99804181
1903,wod_16,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.0,1.5,1000,Wood,Biomass,41.93402453
1236,wood_127,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.5,1.0,1000,Wood,Biomass,30.66624163
1238,wood_137,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.5,1.0,1000,Wood,Biomass,42.64947888
1239,wood_148,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.5,1.0,1000,Wood,Biomass,44.36008677
1240,wood_150,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,1.5,1.0,1000,Wood,Biomass,37.98737468
1242,wood_49,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,2.0,1.0,1000,Wood,Biomass,60.13129103
1245,wood_58,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,2.0,1.0,1000,Wood,Biomass,52.23188406
1246,wood_52,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,5.0,1.0,1000,Wood,Biomass,83.1020989
1248,wood_54,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,5.0,1.0,1000,Wood,Biomass,82.9108749
1155,wood_5,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,Biomass,40.82256968
1156,wood_7,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,Biomass,63.71548619
1157,wood_21,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,Biomass,46.23928911
1158,wood_61,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,Biomass,36.77498972
1159,wood_62,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,Biomass,49.7212932
1251,wood_57,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,Biomass,75.0974279
1420,wd_24,7.6,75.4,16.4,0.6,50.4,5.7,35.3,0.3,0.1,0.0,1.4,0.5,19.843,600,10.0,1.0,1000,Wood,Biomass,76.20103474
453,digestate_200,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,0.5,1.0,1000,Digestate,Biomass,18.42456609
454,digestate_196,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,0.5,1.0,1000,Digestate,Biomass,19.34664247
456,digestate_182,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,1.0,1.0,1000,Digestate,Biomass,52.1236727
458,digestate_199,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,1.0,1.0,1000,Digestate,Biomass,51.62569389
459,digestate_183,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,1.5,1.0,1000,Digestate,Biomass,58.70774497
460,digestate_185,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,1.5,1.0,1000,Digestate,Biomass,61.94819409
462,digestate_186,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,2.0,1.0,1000,Digestate,Biomass,58.64793679
463,digestate_187,10.2,50.7,15.4,23.7,37.5,4.8,21.2,2.4,0.2,0.0,1.5,0.4,15.055,700,2.0,1.0,1000,Digestate,Biomass,55.43209877
